current_views,current_comments,current_likes,prev_5_video_views,prev_5_video_likes,prev_5_video_comments,views_after_30_days,days_since_prev_5_uploads
171427,2523,6714,"[94535, 2021, 280007, 81438, 217669]","[1970, 98, 30496, 5977, 18119]","[2652, 36, 7268, 1066, 6405]",311385,"[9, 7, 4, 3, 2]"
272827,7736,13794,"[45395, 254908, 306404, 308950, 75679]","[1152, 28242, 32810, 12617, 2054]","[346, 4837, 6135, 3982, 939]",542229,"[9, 8, 7, 7, 4]"
243774,4016,28361,"[374963, 329817, 390583, 497683, 369405]","[19747, 12823, 18584, 25276, 30506]","[3512, 7691, 4929, 8563, 7894]",448236,"[6, 6, 6, 6, 5]"
298780,6888,8297,"[31607, 177203, 397475, 15289, 487897]","[3354, 4670, 31924, 1213, 10365]","[428, 5178, 7506, 433, 10680]",719668,"[9, 7, 6, 3, 3]"
241985,3824,13271,"[328923, 334704, 210974, 39842, 458762]","[25083, 40041, 6421, 4006, 21713]","[4615, 2347, 2909, 1186, 6847]",491975,"[5, 5, 4, 4, 3]"
297831,5706,17222,"[499731, 137257, 7147, 30645, 434278]","[18462, 7069, 746, 3366, 20810]","[2786, 3636, 103, 405, 5938]",370324,"[10, 10, 10, 8, 4]"
140450,2898,15942,"[449946, 213831, 3228, 346155, 483479]","[48561, 18396, 135, 8635, 14471]","[5894, 3762, 96, 5499, 8758]",313911,"[10, 7, 6, 3, 2]"
352191,8768,10975,"[334607, 439493, 48619, 461075, 363688]","[35629, 50959, 3729, 40679, 38544]","[4808, 13106, 1070, 7192, 7976]",856782,"[8, 7, 7, 3, 2]"
760971,8482,25729,"[297661, 114883, 20742, 195001, 116813]","[19000, 2826, 1730, 5573, 3991]","[5302, 1551, 344, 4071, 1051]",1866679,"[10, 10, 3, 2, 2]"
193060,3087,12828,"[229109, 434400, 66067, 421730, 91983]","[26091, 52056, 4952, 32115, 2046]","[6101, 2483, 1375, 3147, 1117]",450417,"[10, 7, 4, 3, 3]"
146204,1099,16552,"[196860, 452366, 355898, 244072, 317289]","[13475, 46948, 18322, 14071, 16795]","[1028, 13064, 3016, 2975, 2612]",311443,"[9, 9, 7, 7, 6]"
923,7,74,"[155014, 286344, 104432, 476077, 485265]","[4992, 32282, 4294, 13559, 35986]","[3629, 6557, 1916, 8244, 14188]",2395,"[10, 9, 6, 5, 4]"
331010,3752,28077,"[214700, 358011, 332300, 260508, 469809]","[19651, 42212, 22017, 24316, 55219]","[4012, 8046, 1828, 4686, 5353]",495314,"[10, 8, 3, 2, 2]"
396386,2511,19577,"[435486, 86927, 495512, 45772, 491066]","[42997, 9151, 46324, 3861, 35743]","[5067, 1967, 4169, 813, 4852]",905380,"[4, 4, 4, 3, 2]"
2160,23,93,"[290453, 280713, 95947, 212274, 380823]","[20534, 15345, 11458, 11833, 31495]","[7902, 5880, 1837, 4082, 6630]",6212,"[6, 4, 4, 4, 2]"
197419,5690,9779,"[191561, 72312, 196863, 59376, 56072]","[6132, 6661, 12137, 5231, 4643]","[1740, 1291, 2348, 1128, 1314]",458948,"[10, 8, 4, 2, 2]"
112319,1572,7157,"[94889, 231156, 1243, 40624, 144700]","[2262, 27120, 148, 1419, 9077]","[2296, 6675, 33, 461, 1031]",330889,"[9, 9, 8, 8, 7]"
271810,6472,7627,"[419062, 12693, 398863, 208764, 126974]","[23524, 822, 19592, 20174, 7739]","[11388, 369, 10567, 3771, 2253]",864456,"[9, 7, 5, 5, 4]"
215911,1705,18922,"[39776, 32211, 176249, 248573, 453191]","[967, 3497, 5757, 5025, 17172]","[1018, 807, 2379, 5394, 8012]",655381,"[9, 9, 8, 6, 4]"
285643,3633,25977,"[153446, 269438, 149211, 428979, 380617]","[13477, 20151, 13401, 36015, 37165]","[1685, 4236, 1311, 6752, 8579]",763359,"[5, 5, 4, 3, 2]"
199154,2842,18391,"[149459, 47311, 146681, 235537, 449962]","[10463, 2441, 9208, 22758, 17179]","[1500, 1025, 3912, 3182, 12742]",479788,"[10, 9, 4, 3, 3]"
1228,30,66,"[27270, 300866, 182279, 213293, 94237]","[833, 23669, 5903, 7452, 9160]","[648, 7843, 1393, 2123, 2433]",1859,"[10, 7, 5, 2, 2]"
222830,5750,24395,"[214722, 426722, 223538, 415024, 328231]","[18006, 22842, 21704, 12149, 32146]","[1245, 7445, 5931, 2972, 5889]",743828,"[9, 8, 8, 8, 4]"
345953,2767,33556,"[448939, 5306, 443374, 292001, 321521]","[43261, 524, 30733, 7049, 12805]","[9461, 79, 8942, 5487, 5133]",819208,"[10, 10, 8, 8, 7]"
598090,7449,32827,"[168170, 421948, 169743, 419798, 498870]","[4652, 32975, 18602, 31713, 40087]","[2295, 2307, 940, 11421, 3773]",1286345,"[10, 10, 9, 7, 5]"
124481,1719,3584,"[250412, 11022, 114608, 160704, 40925]","[25352, 732, 2748, 17584, 2004]","[2120, 329, 1568, 1352, 523]",334691,"[10, 9, 8, 3, 3]"
449511,9163,16452,"[165650, 341003, 424929, 129928, 477779]","[9506, 18627, 18901, 11099, 23410]","[3340, 6004, 4431, 1515, 4426]",1553558,"[9, 8, 5, 4, 2]"
2213,38,205,"[263696, 15900, 62480, 85983, 26199]","[20369, 1907, 2042, 8538, 3141]","[6627, 384, 716, 437, 279]",4811,"[10, 9, 6, 5, 3]"
291279,5182,17961,"[105719, 86139, 245725, 208973, 458960]","[2244, 5922, 17309, 10309, 33277]","[2308, 1879, 1768, 5237, 12973]",402056,"[10, 9, 5, 2, 2]"
299560,5680,11728,"[379101, 434783, 308590, 379818, 250558]","[29038, 24141, 22839, 32175, 21168]","[8278, 9557, 2386, 3719, 5202]",682047,"[6, 5, 4, 3, 3]"
293190,6540,8617,"[171151, 422121, 78010, 361458, 297568]","[14775, 38177, 6591, 28776, 29925]","[3667, 10913, 1631, 3243, 3789]",735327,"[9, 8, 5, 2, 2]"
141837,791,10424,"[143260, 279846, 7688, 315970, 145707]","[9088, 30723, 311, 10044, 13150]","[2046, 3621, 167, 4214, 2814]",424055,"[10, 6, 4, 4, 3]"
364460,10497,39675,"[423619, 237832, 423109, 127777, 178081]","[17394, 8034, 40720, 8344, 7692]","[11857, 3508, 7864, 3379, 4600]",1217671,"[10, 9, 6, 6, 3]"
1957,22,154,"[36191, 18316, 328520, 319177, 109373]","[1929, 970, 33502, 12596, 8184]","[889, 471, 7117, 3985, 2797]",6769,"[8, 7, 6, 6, 5]"
351230,9047,17917,"[423387, 398446, 11805, 182120, 425832]","[43671, 29683, 595, 15985, 38834]","[9265, 11422, 167, 1091, 11800]",654532,"[6, 5, 3, 3, 2]"
235220,5098,12294,"[294586, 17516, 24732, 323572, 394045]","[22668, 1607, 1469, 28384, 38948]","[3601, 501, 443, 7545, 9150]",297282,"[6, 5, 5, 4, 4]"
281206,5069,32962,"[482152, 495826, 160712, 153211, 458036]","[55661, 19165, 5947, 15390, 20670]","[3552, 5288, 4372, 1839, 10249]",374327,"[7, 5, 4, 3, 2]"
230401,4121,16636,"[359160, 205196, 303371, 14964, 443493]","[33288, 8564, 11590, 862, 45176]","[7395, 5938, 8377, 131, 2689]",317622,"[8, 8, 6, 6, 2]"
213391,3752,13354,"[264969, 71886, 463624, 318160, 128692]","[8516, 8172, 36037, 9310, 5413]","[6131, 411, 10728, 8840, 824]",698053,"[10, 8, 8, 6, 4]"
271,5,32,"[203171, 240266, 384743, 61716, 462814]","[19826, 22843, 20044, 5905, 45564]","[3725, 4425, 9231, 1569, 6215]",367,"[7, 7, 5, 5, 4]"
304291,7169,13464,"[270878, 135932, 362779, 344609, 352738]","[30030, 3200, 37239, 24345, 37421]","[7066, 3654, 8787, 8985, 3315]",434048,"[10, 10, 9, 9, 8]"
366502,3264,21050,"[425225, 160981, 251607, 346739, 308242]","[15666, 15663, 8771, 21384, 28610]","[5004, 2068, 5455, 3360, 8875]",533796,"[10, 8, 6, 4, 4]"
354639,8743,35352,"[424833, 7542, 293145, 353098, 413960]","[27399, 153, 26705, 27010, 47089]","[8435, 224, 7723, 10183, 5460]",556091,"[10, 9, 7, 6, 4]"
385675,5995,33785,"[413721, 457772, 276116, 195235, 121078]","[12724, 28086, 31119, 5429, 7915]","[9552, 2671, 6577, 2739, 1360]",1019276,"[9, 9, 7, 5, 4]"
958550,8395,45862,"[111997, 480745, 312841, 170431, 163509]","[8589, 52173, 16311, 14898, 15650]","[1485, 4378, 5497, 2372, 1906]",1198986,"[10, 7, 2, 2, 2]"
287287,7288,29222,"[330374, 214451, 423155, 109153, 307236]","[22651, 17013, 41882, 11450, 8542]","[9118, 6098, 8387, 1055, 7822]",362696,"[10, 8, 6, 5, 3]"
352393,8418,39287,"[377735, 389277, 481869, 339562, 320683]","[33236, 16863, 20272, 28304, 31298]","[11122, 9428, 4304, 3611, 7707]",759128,"[8, 7, 5, 5, 3]"
105289,2692,11802,"[366309, 182189, 321844, 273071, 50055]","[19878, 11782, 13407, 8198, 1744]","[3357, 1811, 4988, 5624, 1037]",359209,"[10, 10, 7, 4, 3]"
2353,18,181,"[4757, 224238, 19196, 35263, 223841]","[200, 18263, 667, 1138, 8694]","[121, 1309, 446, 226, 4431]",3625,"[10, 10, 10, 9, 8]"
207746,5017,21789,"[328054, 283284, 157477, 262546, 141410]","[10972, 18730, 12987, 7136, 14359]","[9328, 2787, 3777, 3370, 3099]",318057,"[8, 8, 6, 6, 2]"
157036,1949,5125,"[398760, 219117, 493870, 170272, 191462]","[47713, 7822, 44889, 14517, 20530]","[2915, 2630, 4101, 4823, 2999]",394643,"[10, 6, 6, 5, 5]"
176375,4322,3764,"[76727, 211739, 63711, 282240, 59500]","[7670, 7511, 3347, 15833, 4693]","[1898, 2280, 646, 2976, 865]",585645,"[10, 9, 6, 6, 6]"
296759,3260,22246,"[59325, 343680, 323199, 468542, 389719]","[5811, 20945, 11135, 46621, 25478]","[1523, 5479, 3369, 4345, 9196]",586545,"[9, 8, 8, 4, 2]"
42291,475,4328,"[228406, 89583, 157931, 318058, 120741]","[8527, 5316, 9246, 15457, 14470]","[1562, 1887, 1478, 8265, 3363]",58918,"[10, 8, 8, 5, 5]"
165358,2676,3639,"[354266, 208046, 55576, 80695, 140381]","[20297, 12714, 5057, 3595, 3068]","[6108, 3371, 361, 673, 2491]",573147,"[10, 9, 6, 2, 2]"
2852,35,90,"[358985, 377640, 111356, 410591, 96314]","[13465, 36984, 10203, 34956, 6099]","[5086, 2693, 1551, 8230, 2644]",7582,"[10, 8, 4, 3, 3]"
132195,2393,9920,"[85486, 98058, 11891, 344904, 109740]","[4836, 5533, 1002, 34842, 5210]","[1934, 2049, 213, 6918, 598]",161908,"[9, 8, 6, 6, 3]"
214465,2403,19356,"[356835, 354786, 110248, 278585, 209660]","[25606, 32566, 4099, 18316, 7297]","[6457, 7024, 886, 1918, 1922]",434064,"[8, 7, 6, 5, 3]"
144515,732,15957,"[53527, 101032, 195663, 179103, 434943]","[6333, 5778, 21656, 5147, 26595]","[890, 1618, 4036, 1657, 11596]",374795,"[10, 9, 9, 6, 5]"
338,8,34,"[448611, 179546, 405000, 145429, 129778]","[31989, 13878, 34949, 3823, 10674]","[12491, 2940, 3105, 1039, 1563]",733,"[7, 6, 6, 5, 3]"
110163,839,2339,"[33111, 109814, 47327, 188844, 452973]","[888, 11012, 4765, 11656, 20820]","[263, 2886, 1274, 2201, 9305]",200357,"[8, 7, 7, 6, 2]"
279061,2681,6436,"[412014, 267397, 466068, 78204, 74874]","[36967, 31978, 10268, 8203, 6709]","[8655, 3720, 6719, 2044, 1709]",951159,"[7, 4, 3, 2, 2]"
140942,801,12277,"[110202, 223226, 91383, 185203, 40467]","[10627, 7125, 2212, 12337, 3203]","[1442, 5111, 1589, 5224, 288]",471775,"[7, 6, 6, 5, 4]"
1307,17,156,"[415140, 214901, 140469, 301284, 277126]","[31444, 12650, 6453, 33276, 14087]","[9324, 2939, 2230, 3283, 6597]",1745,"[9, 7, 6, 3, 2]"
384706,10119,21000,"[262375, 454678, 266986, 306577, 329733]","[26563, 15388, 22792, 20724, 31104]","[1509, 9010, 5050, 7977, 7228]",575308,"[10, 9, 8, 5, 2]"
291777,6843,13802,"[347688, 382212, 37381, 9819, 438923]","[26352, 12039, 848, 863, 38706]","[6959, 10121, 262, 74, 11681]",945733,"[10, 9, 6, 5, 3]"
175232,1454,4497,"[121146, 366366, 268834, 417864, 114462]","[11451, 30865, 30425, 32514, 8148]","[3560, 3718, 2298, 3784, 3403]",573888,"[10, 8, 8, 7, 6]"
829,16,46,"[114789, 335337, 135421, 434553, 107349]","[8888, 11914, 9232, 26463, 7264]","[876, 2569, 3941, 12812, 1680]",1547,"[7, 6, 2, 2, 2]"
125382,2805,11042,"[306787, 205883, 89219, 29787, 201418]","[26292, 6163, 8789, 2524, 13892]","[5774, 3618, 566, 696, 3584]",197233,"[10, 7, 7, 4, 2]"
390861,10696,11420,"[465899, 428395, 360539, 457354, 290921]","[48717, 39927, 22214, 49799, 16043]","[9712, 8935, 3464, 5543, 8116]",506307,"[10, 9, 5, 4, 2]"
228183,6579,8855,"[440285, 359832, 258934, 494844, 316903]","[25533, 16081, 5803, 40883, 31533]","[11988, 6083, 7299, 4978, 5659]",696748,"[9, 8, 7, 3, 3]"
359144,9988,28051,"[349016, 379591, 345726, 364387, 245858]","[18467, 21642, 32784, 38854, 23276]","[7385, 9166, 8111, 6155, 3293]",389621,"[10, 10, 8, 7, 7]"
196709,2330,11136,"[159654, 374307, 318949, 53746, 52189]","[18105, 29566, 14050, 2234, 3944]","[4416, 2548, 6413, 1303, 411]",302119,"[9, 7, 6, 6, 3]"
159787,1496,13133,"[368887, 9645, 231549, 182066, 61335]","[35986, 281, 11591, 6719, 4363]","[9569, 103, 5388, 2757, 1691]",465215,"[10, 8, 7, 5, 3]"
2900,22,201,"[434373, 113790, 312334, 332619, 318684]","[38541, 7257, 33011, 19706, 21296]","[6869, 2876, 9008, 4384, 5378]",5664,"[9, 9, 8, 5, 4]"
195585,5101,19438,"[296479, 67168, 190037, 129238, 139184]","[29496, 1510, 10808, 5779, 16202]","[3440, 1919, 5404, 3358, 1037]",666425,"[9, 9, 7, 7, 6]"
652802,12715,65799,"[220200, 491176, 323460, 92596, 196457]","[11637, 39603, 24201, 4558, 9203]","[3779, 8276, 4059, 1073, 5669]",1719531,"[8, 7, 5, 4, 3]"
300,7,22,"[154759, 447329, 301708, 383897, 465714]","[5416, 26377, 16741, 35659, 37168]","[4306, 3862, 1959, 7050, 2340]",810,"[10, 10, 7, 7, 6]"
392814,3863,40980,"[177264, 444627, 227476, 177152, 488088]","[5026, 31348, 7964, 17338, 23159]","[1320, 4837, 3168, 1042, 4169]",531733,"[8, 6, 6, 4, 2]"
227656,4603,18056,"[31471, 375271, 250143, 313403, 430208]","[2299, 41186, 17696, 21054, 34768]","[565, 6063, 2379, 4680, 5184]",372153,"[10, 6, 6, 5, 2]"
218694,5426,6276,"[26236, 18253, 227814, 397287, 27298]","[1752, 1631, 13259, 29242, 1977]","[239, 375, 3640, 10010, 607]",348578,"[10, 7, 7, 7, 4]"
2579,66,97,"[142399, 332166, 41454, 67859, 194506]","[16040, 8503, 3803, 3616, 22047]","[4222, 4446, 819, 1650, 1572]",3438,"[9, 8, 7, 7, 3]"
184455,1363,4058,"[277061, 28349, 35707, 455385, 155862]","[7415, 2781, 2544, 39034, 15149]","[7439, 419, 902, 5223, 3352]",338011,"[10, 9, 6, 5, 3]"
370575,3906,22286,"[381701, 222165, 93915, 70162, 150749]","[35741, 5463, 3913, 4265, 8783]","[3158, 6632, 1137, 1615, 1582]",629095,"[10, 8, 6, 4, 4]"
265782,2453,8680,"[145485, 226673, 277504, 33424, 367290]","[4653, 9859, 27292, 791, 25325]","[2656, 5036, 1647, 656, 1864]",714863,"[9, 7, 3, 2, 2]"
233942,5623,6686,"[455049, 280630, 36219, 321760, 76294]","[13510, 11613, 733, 8750, 6372]","[5045, 3778, 937, 7826, 1320]",541498,"[9, 7, 5, 4, 2]"
305249,8276,29640,"[113242, 96796, 384833, 229131, 405521]","[8172, 6772, 26815, 21772, 25434]","[574, 1965, 11089, 2617, 10302]",327631,"[9, 8, 6, 4, 2]"
182181,2885,13578,"[254438, 25336, 140083, 144045, 273112]","[24364, 1291, 12869, 5694, 16609]","[6399, 514, 3591, 1637, 6484]",439669,"[9, 7, 6, 6, 4]"
482848,10121,20443,"[152465, 200154, 94206, 198596, 145292]","[17889, 7997, 9249, 4850, 4633]","[2725, 6002, 2706, 1548, 1597]",961668,"[8, 8, 4, 3, 2]"
165360,3240,6016,"[94130, 402448, 335555, 14160, 387833]","[10000, 23774, 8623, 434, 18462]","[988, 10805, 9952, 359, 9015]",308726,"[10, 8, 5, 3, 3]"
2792,25,282,"[391886, 224800, 301451, 368348, 434352]","[30663, 15400, 14286, 18364, 46670]","[8179, 1131, 3970, 4972, 9841]",6057,"[9, 8, 7, 6, 5]"
272096,3770,8849,"[377382, 343945, 393859, 53339, 71837]","[31273, 30197, 32274, 2635, 7449]","[7091, 5931, 11688, 644, 1307]",820134,"[10, 10, 9, 9, 8]"
466998,7372,42861,"[274944, 121754, 18702, 200602, 66521]","[9411, 4627, 1889, 23932, 7099]","[5740, 2809, 337, 3122, 1483]",1478595,"[10, 9, 8, 7, 2]"
153117,1912,16599,"[188651, 262872, 316734, 349624, 65702]","[4126, 16077, 25954, 24642, 7043]","[2823, 1396, 3839, 2933, 739]",212141,"[10, 9, 7, 6, 3]"
330316,8840,32220,"[181643, 277542, 41501, 277402, 440954]","[21783, 31998, 3810, 26254, 42296]","[4825, 7991, 669, 4275, 7280]",716031,"[10, 9, 8, 5, 2]"
356383,9794,19005,"[392967, 291056, 327970, 16651, 327334]","[33123, 23069, 12498, 390, 22542]","[11672, 2879, 6041, 362, 5594]",797587,"[9, 9, 4, 3, 2]"
171108,1698,13520,"[53063, 16959, 293932, 167951, 205109]","[5861, 1372, 7022, 13641, 5941]","[1207, 250, 7625, 4797, 3164]",568414,"[8, 6, 5, 3, 2]"
118157,1192,11580,"[71476, 216881, 310987, 78304, 157362]","[6824, 10790, 12490, 2564, 11456]","[367, 4931, 5142, 1432, 1822]",301427,"[10, 7, 6, 6, 2]"
376980,6498,17353,"[315050, 325753, 130886, 423889, 372705]","[31708, 8307, 5197, 29214, 13329]","[7031, 8312, 2959, 6785, 10048]",452481,"[8, 6, 4, 2, 2]"
297411,3560,32283,"[450300, 133265, 449363, 130112, 166469]","[19725, 15934, 44183, 13792, 18680]","[9737, 1252, 10768, 701, 1303]",399084,"[10, 8, 4, 2, 2]"
242723,2397,20666,"[45474, 441062, 82226, 442829, 453115]","[2751, 36844, 5540, 30354, 42406]","[925, 3086, 545, 5590, 7139]",673591,"[10, 10, 10, 8, 6]"
301661,2775,10318,"[341719, 273001, 222693, 251646, 212702]","[18876, 13725, 19093, 6451, 21496]","[5694, 4455, 2376, 4341, 2998]",743239,"[7, 7, 7, 7, 4]"
123845,2522,4088,"[14641, 217462, 111633, 198634, 262070]","[1559, 14737, 13356, 18613, 27541]","[109, 2463, 936, 3295, 6016]",199918,"[8, 6, 6, 5, 5]"
281451,7219,18244,"[331340, 421897, 397087, 59935, 304664]","[16016, 45277, 29916, 4844, 17276]","[2156, 2903, 6158, 565, 2317]",480272,"[10, 10, 10, 8, 5]"
235880,1581,26002,"[311618, 223869, 144489, 435293, 18455]","[31090, 10951, 17292, 14838, 2144]","[8585, 4208, 2836, 10610, 233]",770984,"[8, 4, 4, 3, 2]"
208528,1125,23253,"[78570, 84036, 298729, 89771, 90000]","[7461, 6027, 21257, 6904, 9254]","[1850, 2219, 5282, 1850, 2372]",327556,"[10, 4, 3, 2, 2]"
229426,2902,19269,"[324810, 276364, 320874, 486881, 208102]","[38121, 5605, 30131, 39684, 24858]","[2354, 6987, 9096, 13536, 3956]",472631,"[9, 8, 7, 3, 3]"
748229,15840,36210,"[199251, 488266, 302411, 453300, 131467]","[9248, 20134, 10007, 20033, 4704]","[4069, 9750, 5943, 9540, 3335]",1951373,"[8, 8, 6, 5, 5]"
636,12,71,"[177800, 182763, 4688, 36117, 224895]","[17039, 11435, 153, 3871, 6362]","[1728, 2179, 140, 556, 3945]",1657,"[9, 8, 5, 3, 3]"
347875,2300,12670,"[94880, 255732, 420030, 139240, 199062]","[9735, 30488, 35565, 10148, 11250]","[936, 5476, 2757, 4025, 4217]",1077811,"[10, 9, 8, 4, 2]"
573908,13359,47316,"[371463, 388339, 280969, 474537, 131776]","[28564, 23022, 12734, 52425, 3756]","[3287, 5053, 7865, 9066, 1888]",869369,"[10, 9, 5, 5, 5]"
208785,5844,15884,"[333974, 426465, 424896, 257348, 9853]","[9665, 51096, 40581, 21139, 776]","[5880, 4876, 4529, 4822, 66]",686895,"[9, 8, 7, 6, 5]"
283486,3514,33712,"[370351, 312844, 405996, 133847, 300649]","[18657, 26403, 44771, 4511, 20517]","[4824, 3452, 6051, 1987, 3084]",730807,"[9, 7, 6, 5, 4]"
302805,4049,6979,"[437215, 54516, 444011, 363281, 185807]","[14630, 5315, 31263, 41007, 7584]","[9710, 1620, 9605, 2441, 3662]",515360,"[9, 9, 4, 2, 2]"
789087,9196,87754,"[320946, 130792, 100645, 209359, 21029]","[6940, 2809, 2307, 8779, 1207]","[6481, 3877, 1394, 1338, 207]",1708638,"[9, 6, 3, 2, 2]"
197290,1075,13256,"[195839, 272772, 24555, 487959, 188931]","[8028, 22998, 1758, 36323, 7470]","[4089, 1657, 732, 2766, 1181]",245281,"[10, 8, 7, 5, 3]"
2143,16,149,"[240537, 281307, 97294, 206667, 175299]","[7266, 8497, 4805, 7319, 12895]","[3830, 7687, 2231, 2096, 1076]",3026,"[8, 8, 6, 6, 2]"
1682,18,178,"[193325, 415674, 10114, 465123, 255697]","[7604, 28122, 320, 33987, 19779]","[3554, 6956, 199, 13916, 5258]",2156,"[10, 10, 5, 3, 3]"
327415,2964,37770,"[147284, 398695, 497066, 205584, 99522]","[11423, 43378, 48302, 10278, 9389]","[2759, 9759, 7593, 1500, 2036]",870113,"[8, 6, 6, 5, 2]"
299187,5687,8929,"[320198, 244487, 70100, 497246, 51608]","[12057, 16560, 4175, 34119, 5883]","[6863, 2996, 653, 7707, 840]",771200,"[10, 5, 5, 4, 2]"
192462,3596,19781,"[191488, 221594, 359618, 152818, 325529]","[15004, 17044, 24106, 6591, 19004]","[5696, 1915, 6677, 4074, 5314]",546996,"[9, 8, 7, 7, 4]"
242153,4766,22258,"[448973, 291689, 486071, 482483, 24932]","[50247, 33534, 50843, 50947, 2124]","[4718, 6786, 14319, 8756, 287]",617552,"[10, 5, 5, 3, 2]"
283490,4405,26110,"[342927, 28480, 496323, 158583, 157658]","[26962, 1532, 24612, 8678, 10876]","[10071, 686, 13050, 2797, 2861]",813331,"[10, 10, 4, 3, 2]"
278650,2839,8615,"[303147, 124809, 344315, 51070, 200798]","[36134, 10632, 40756, 3655, 7089]","[2846, 2906, 1729, 1100, 1763]",955111,"[10, 9, 8, 3, 2]"
2755,23,129,"[435613, 151674, 214306, 356718, 334029]","[29632, 6856, 16995, 30606, 23628]","[10162, 2353, 1094, 4142, 9569]",7614,"[7, 5, 4, 3, 2]"
139772,2728,9763,"[115985, 96637, 484312, 81742, 200782]","[5509, 8951, 9706, 3900, 17653]","[2165, 2364, 4330, 1493, 1986]",307301,"[8, 7, 6, 3, 2]"
177892,1672,8168,"[457896, 270496, 329444, 285847, 441394]","[21099, 30009, 18771, 28555, 10225]","[4947, 3689, 7178, 3711, 2663]",275576,"[8, 8, 6, 5, 3]"
276845,1737,13228,"[155310, 217046, 199526, 235016, 120224]","[13233, 12520, 19599, 26068, 9272]","[2257, 4859, 1906, 6865, 2578]",622471,"[10, 9, 7, 3, 2]"
273464,7893,18076,"[27465, 214165, 299113, 345924, 404974]","[759, 24372, 16728, 39485, 34375]","[748, 5278, 1704, 2295, 7347]",484620,"[8, 6, 4, 3, 2]"
206899,4427,15713,"[91186, 486457, 448722, 391977, 284942]","[3415, 18308, 51143, 42706, 23098]","[458, 7701, 8193, 6364, 8017]",440697,"[10, 9, 7, 6, 3]"
339659,6009,7472,"[253686, 100389, 265584, 407821, 252549]","[18668, 3241, 27200, 17199, 14400]","[3987, 1354, 4013, 10149, 2672]",449585,"[10, 8, 8, 4, 4]"
307014,5200,31870,"[40784, 256804, 190723, 282076, 332222]","[2073, 11478, 21082, 5691, 26596]","[1137, 4549, 967, 2953, 9322]",497235,"[10, 10, 5, 5, 3]"
259373,5319,6312,"[409973, 29432, 456452, 62219, 65915]","[38857, 1696, 51192, 3025, 4437]","[9702, 336, 4356, 315, 1133]",308035,"[9, 7, 7, 2, 2]"
280868,1957,20883,"[328193, 201815, 258126, 496510, 352946]","[22529, 18529, 17382, 54821, 20482]","[5951, 1025, 3294, 13239, 4708]",660723,"[10, 10, 8, 8, 4]"
2961,55,298,"[330903, 87996, 199130, 250930, 452490]","[36427, 7005, 9280, 15688, 46877]","[8765, 2506, 2430, 5520, 3036]",5587,"[8, 7, 7, 5, 4]"
198868,5617,14281,"[292893, 284221, 378589, 149500, 248165]","[28619, 14460, 9428, 5692, 20054]","[1576, 7050, 10421, 2599, 5631]",642429,"[8, 8, 7, 6, 3]"
273160,6469,11465,"[301745, 356528, 449179, 180306, 321680]","[7077, 21473, 21903, 8361, 37095]","[3307, 2936, 3653, 4536, 7357]",470602,"[8, 8, 6, 6, 4]"
775,21,52,"[416114, 468840, 183992, 176817, 487702]","[31055, 35251, 20641, 4003, 29621]","[5329, 9037, 962, 4027, 8351]",1214,"[8, 6, 5, 4, 2]"
294093,6081,18515,"[350565, 193731, 122287, 160469, 292672]","[10556, 20270, 9142, 12877, 33291]","[6653, 995, 3273, 1944, 5134]",902206,"[7, 7, 5, 4, 2]"
70263,490,4464,"[7853, 9078, 441724, 73703, 513]","[446, 339, 28853, 7093, 14]","[53, 117, 6792, 767, 2]",197012,"[9, 7, 7, 4, 3]"
322742,6515,36138,"[425214, 490328, 187101, 151189, 359074]","[36390, 58584, 18244, 11193, 34849]","[7177, 6262, 2160, 2265, 1815]",730497,"[8, 6, 4, 3, 2]"
570103,4082,48097,"[316030, 335683, 446341, 405205, 476925]","[8257, 28421, 45660, 44868, 45113]","[3811, 6717, 3809, 3211, 9999]",1636906,"[7, 7, 5, 2, 2]"
151724,2911,6983,"[212878, 7885, 57246, 285186, 413939]","[6737, 587, 6080, 25242, 42169]","[2481, 214, 825, 7503, 6945]",188680,"[9, 9, 9, 3, 2]"
187832,3618,5649,"[11183, 86192, 435108, 136906, 230412]","[795, 5878, 36217, 6986, 19368]","[244, 2232, 10121, 1779, 3748]",376825,"[10, 9, 7, 6, 4]"
151216,4476,7667,"[422716, 264203, 355253, 53098, 438043]","[11285, 13034, 17552, 2947, 24814]","[6655, 1928, 1823, 1242, 5884]",275635,"[9, 9, 6, 5, 5]"
142084,4243,11748,"[275117, 236855, 2866, 28078, 439365]","[26927, 19699, 121, 2644, 14996]","[7028, 5886, 84, 245, 12155]",358037,"[9, 9, 8, 6, 2]"
